User ID,Predicted User Category,Recommended News Category,Recommended Article
U3576,user_2,Education,Weingarten Wants Common Core; Lewis Says We're Done
U3318,user_3,Crime,Man Accused Of Calling In Bomb Threats After Missing Flight
U3393,user_2,Education,"As Schools Adopt Social-Emotional Programs, A New Harvard Guide Offers Help"
U8314,user_3,Crime,Mom Charged In Disabled Child's Death Could Get $1 Million
U0278,user_2,Education,5 Options Allow GenDIY to Rethink College
U1955,user_3,Crime,"Texas Executes Adam Ward, Man Who Killed City Worker"
U2725,user_2,Education,Pennsylvania Legislature Plans To Take Away Teachers’ Sick Days
U8799,user_2,Education,Details of Duncan Equity Equality Plan
U9788,user_1,Entertainment,Ben Affleck And Matt Damon Join Forces With Verizon For Reality Show 'The Runner'
U0453,user_3,Crime,'Speed Freak Killers' Investigation Uncovers Another Body
U1748,user_1,Entertainment,Dog or Lena Dunham?
U2741,user_2,Education,Inland Empire Early College Paves Pathway to Postsecondary
U8809,user_3,Crime,2 Louisiana Deputies Charged In Shooting Death Of Man In Parked Car
U0405,user_2,Education,Betsy DeVos And Her 2015-16 School Choice Yearbook
U4135,user_3,Crime,Suspected Killer Of Little Girl Worked For Police
U2658,user_3,Crime,Families Speak Out About WDBJ Shooting Victims
U8403,user_2,Education,Free School Lunches Kept Me From Starving
U8364,user_2,Education,The Leader in You: A Poem
U8978,user_1,Entertainment,10 things you didn't know about author Brad Meltzer
U4123,user_2,Education,A Hack for Improving High School: Combine it With College and Career
U7016,user_2,Education,Why I Wrote a Novel About Tenure
U0139,user_3,Crime,LAPD Chief: Carnell Snell Jr. Was Holding Gun Before Fatal Police Shooting
U4090,user_3,Crime,NYPD Union Has Attacked Every Mayor In Recent History
U4328,user_1,Entertainment,A 'Walking Dead' Change Sets Up Surprising Romance
U7606,user_2,Education,Separation of Church and State -- Part 2: The Tartuffe Factor
U1195,user_1,Entertainment,'Avengers: Infinity War' Footage May Confirm Major Rumor About Captain America
U0061,user_1,Entertainment,People Can't Get Over This Photo Of Michael Bublé Incorrectly Eating Corn
U4644,user_3,Crime,Hawaii Soldier Accused Of Conspiring With Lover To Kill Wife
U3984,user_1,Entertainment,Weekend Box Office: 'A Good Day To Die Hard' Wins The Weekend
U3868,user_1,Entertainment,Let's Live Blog The 2014 Emmys
U2682,user_3,Crime,Students Charged After Tiny Explosive Found At Middle School (UPDATE)
U5266,user_1,Entertainment,Florida Georgia Line Says Working With The Backstreet Boys Was 'A Bucket List Collaboration'
U4955,user_3,Crime,"Robert Durst Pleads Guilty To Gun Charge, Setting Up Possible Murder Trial"
U5745,user_2,Education,What Trump World Schools Look Like
U1410,user_3,Crime,Arrest Made In Death Of College Student Beau Solomon In Italy
U3279,user_2,Education,Home Ec 2.0: How Cooking Could Save Our Lives (and Jobs)
U5483,user_2,Education,Swearing an Oath -- Part 1
U2566,user_1,Entertainment,Listen To Taylor Swift Sing A Stripped-Down Version Of 'Out Of The Woods'
U3431,user_1,Entertainment,"Brangelina Send Handwritten Love Letters To Each Other (Yes, Really)"
U9185,user_1,Entertainment,Kelly Marie Tran Promotes 'The Last Jedi' In Traditional Vietnamese Garb
U2394,user_3,Crime,Man Jailed in Suspected Hate Crime After Mosque Worshiper Is Stabbed in California
U5073,user_2,Education,A Teacher's Labor Day Plea to School Reformers
U0903,user_3,Crime,Child Sex Offender Awarded Joint Custody Of Victim’s Kid: Attorney
U9537,user_3,Crime,"Ryan Lanza Facebook Chat A Hoax, Says Lanza Family (UPDATED)"
U1014,user_1,Entertainment,Stephen Colbert Gives Kevin McCarthy An X-Rated New Description And... Um...
U5608,user_3,Crime,Who Wanted This Dentist Dead?
U5684,user_1,Entertainment,Kate Hudson's Matthew McConaughey Impression Is Spot On
U6556,user_2,Education,'Sesame Street' Wins $100 Million Grant To Create Programming For Refugee Children
U3574,user_3,Crime,"Another Sandy Hook Playground Is Desecrated, and a Connecticut Woman Springs Into Action"
U3830,user_3,Crime,Someone Set Fire To The Orlando Shooter's Mosque On One Of The Holiest Days Of The Year
U2542,user_3,Crime,'It Doesn't Matter Where You're At -- People Have Guns Everywhere'
U0637,user_2,Education,The Political Is Personal: How The GOP Tax On Tuition Waivers Would Affect My Students
U5916,user_1,Entertainment,One Of The Most Important Parenting Decisions You Can Make
U5403,user_1,Entertainment,Zosia Mamet Has One Question When Offered Roles: 'How Are They Depicting Women?’
U6262,user_1,Entertainment,Armie Hammer And His New Mohawk Haircut Are Isolating In Cayman Islands
U0869,user_2,Education,Teaching Gatsby Under Obama Was Eerie. Teaching It Under Trump Is Crushing
U4288,user_1,Entertainment,Donald Trump Finally Explains Why He Doesn't Apologize
U6698,user_1,Entertainment,Adam Levine Serenading His Wife Is Too Cute To Handle
U4850,user_2,Education,Children Forced To 'Deal With It' And Bundle Up As Classrooms Lose Heat
U4958,user_1,Entertainment,Justin Bobby Reveals The Realest Person On Fake Reality Show 'The Hills'
U7767,user_1,Entertainment,Brazilian DJ Killed When Festival Stage Collapses During Performance
U7972,user_3,Crime,Warrant Issued In Case Of Mutilated Exotic Dancer
U6836,user_2,Education,Cyber Citizenship Heads to Texas Public Middle Schools
U0894,user_3,Crime,"Priest Collared For Requesting Oral Sex In The Park, Sheriff Says"
U2938,user_1,Entertainment,Donald Glover Did What Any Fan Would Do After Being Cast In 'Solo'
U2319,user_2,Education,Florida's Teacher Gap Is No Mystery
U6072,user_2,Education,11 Rights All Students (Should) Have
U2268,user_2,Education,Cyberbullying's Impact on Our Children and What Schools Can Do
U9870,user_1,Entertainment,"Chrissy Teigen, John Legend And The Tale Of The Missing Toilet"
U2456,user_3,Crime,Teen Allegedly Held Captive Is 'Feeling A Lot Better'
U2590,user_2,Education,"In Annual Newsletter, Gates Goes Silent On Education"
U3106,user_2,Education,Seven Ways DeVos Has Failed Higher Education
U6380,user_1,Entertainment,Debra Messing Doesn’t Want You To Freak Out About A ‘Will & Grace’ Revival Just Yet (UPDATE)
U6399,user_1,Entertainment,The First Date Of 'The Bachelor' Featured A Weird Gifting Suite Full Of Gowns
U3409,user_1,Entertainment,Susan Sarandon Defends Ariana Grande's Bizarre Doughnut Licking On Twitter
U5579,user_1,Entertainment,Nick Carter Opens Up About His Sister's Death On 'Dancing With The Stars'
U1061,user_1,Entertainment,Pauley Perrette's Abby Has Heart-Wrenching Farewell On 'NCIS'
U8483,user_3,Crime,Dog Found Alive With Crossbow Bolt Shot Through Head (GRAPHIC PHOTOS)
U7980,user_1,Entertainment,Roseanne Jokes Her National Anthem Was 'Better' Than Fergie's
U8030,user_2,Education,When Graduating Yale Law School Isn't Enough.
U4019,user_3,Crime,Teen Charged With Raping 7-Year-Old Girl On School Bus
U3796,user_2,Education,5 Student Loan Tips for Recent College Graduates
U7865,user_1,Entertainment,Kevin's Addiction Will Surely Signal New Revelations About Jack On 'This Is Us'
U1571,user_3,Crime,Search Underway After Texas Woman Falls Off Carnival Cruise Ship
U3374,user_1,Entertainment,Kate Middleton And Prince William Addressed A BBC Host Over Princess Charlotte Jokes
U1739,user_3,Crime,Indiana Officer Fatally Shot By Man In Overturned Car He Was Trying To Save
U5185,user_3,Crime,Listen To Angry Woman Dial 911 Over Wrong Pizza Toppings
U2081,user_1,Entertainment,Valerie Harper Hospitalized Before Stage Performance
U8744,user_1,Entertainment,Wiz Khalifa Allegedly Arrested For Riding Hoverboard At LAX
U2874,user_3,Crime,2 Pennsylvania Drug Counselors Die Of Opioid Overdoses
U5709,user_2,Education,We Can’t Wait: Solutions To K-12 Sexual Harassment And Assault
U1084,user_1,Entertainment,Adrian Grenier Says He Might Run For Office One Day
U2677,user_2,Education,"HuffPost Welcomes Honorary ""Take Your Child To Work Day"" Bloggers!"
U4253,user_1,Entertainment,This May On 'Dr. Phil'
U5969,user_1,Entertainment,Attorney Lisa Bloom Saw Harvey Weinstein As A 'Unique Opportunity' For Change
U0600,user_2,Education,3 Tips for A Happy Financial New Year
U4182,user_3,Crime,We're Free
U5941,user_1,Entertainment,Fan Favorites Return As Netflix Brings Back 'Arrested Development'
U5232,user_1,Entertainment,Meryl Streep Hosts the NY Premiere of My Old Lady at MoMA
U1128,user_2,Education,Why Lots of Love (or Motivation) Isn't Enough
U5450,user_3,Crime,"Up To 2,000 Teens Close Down Kentucky Mall"
U4110,user_1,Entertainment,The Kardashian Family's 2015 Christmas Card Is Missing Two Major Things
U7942,user_2,Education,Why Performance Incentives And Public Schools Don't Mix
U3295,user_2,Education,Martin Shore and Berklee City Music Join Forces With 'Take Me to the River' Educational Initiative
U5872,user_2,Education,The Big Uneasy. What’s Roiling The Liberal-Arts Campus?
U7847,user_1,Entertainment,An Autopsy For The Dismal Second Season Of 'True Detective'
U5284,user_3,Crime,"Stolen Taco Truck Hits School Bus, Crashes Into Propane Tanker"
U8568,user_2,Education,Making the Humanities Relevant
U9734,user_1,Entertainment,Taylor Swift Was Just As Into 'Grease: Live' As You Were
U7155,user_2,Education,Progressive Labels for Regressive Practices: How Key Terms in Education Have Been Co-opted
U9175,user_1,Entertainment,"Everything You Need To Know Before Sunday's Golden Globes, Including Who Will Win"
U0000,user_3,Crime,Why Hasn't Nancy Grace Been Fired?
U3496,user_1,Entertainment,Kardashian Family Votes On Whether Kris Or Kylie Wore It Best
U5457,user_2,Education,Top 10 Education Trends to Watch in 2015 and Beyond
U2955,user_2,Education,"Netflix, Disney And School Choice"
U8262,user_1,Entertainment,Exclusive Interview With Michal Menert
U3391,user_2,Education,Understanding Brown v. Board of Education
U2428,user_2,Education,"A Tale of Two Kindergartens -- Well, Three Now That I Think About It"
U9358,user_3,Crime,Voices From Solitary: A Sentence Worse Than Death
U4741,user_3,Crime,Suspect Deported 5 Times Before Alleged Murder
U8521,user_3,Crime,‘Catfishing’ Over Love Interest Might Have Spurred UVA Gang-Rape Debacle
U4299,user_1,Entertainment,Nick Viall Responds To That One 'Bachelor' Theory Everyone's Tweeting About
U7451,user_2,Education,'Learn French in 10 Years!'
U1113,user_2,Education,"The Prince Edward County Free School: 50 Years Later, a Model for the Fight for Education Equality"
U7847,user_1,Entertainment,Cosby's Private And Public Personas Over The Years
U0122,user_3,Crime,Staten Island Teen Dies From Asthma While Fleeing Racist Crew Waving Gun
U8075,user_3,Crime,Manhunt Underway For 3 Inmates Who Escaped Maximum-Security Jail
U4917,user_3,Crime,3 Seriously Injured In Grand Central Station Stabbing
U2701,user_1,Entertainment,Taylor Swift Shares Playlist Of 'Songs That Will Make Your Life More Awesome'
U4271,user_3,Crime,USC Football Osa Masina Charged With Rape In Utah
U3023,user_3,Crime,"'Loud Noises,' Mistaken For Gunfire, Cause Panic At LAX"
U9166,user_2,Education,Mr. MacPherson Circa 1982
U4372,user_2,Education,The Ultimate Demise of Common Core - Part I: The Politics
U0906,user_3,Crime,Man Confronts N.J. Officer Searching Van Apparently Without Permission
U4867,user_3,Crime,"Tim Cole, Convict Exonerated After Death, Gets Texas Historical Marker"
U6095,user_2,Education,Will Charters Really Try to Replace Suspensions With Win-Win Alternatives?
U1714,user_1,Entertainment,"Wilbur and Orville Wright Meet Tom Hanks: NatGeo, Pay Attention -- This Is How It's Done"
U6203,user_3,Crime,Arrest Made In Death Of College Student Beau Solomon In Italy
U6545,user_2,Education,The Quick Search You Should Do in Your Rental  Property Due Diligence
U1543,user_2,Education,What Did We Learn From The Betsy DeVos Confirmation? Money Wins.
U0947,user_3,Crime,"Joshua Hakken, Suspected Kidnapper, May Have Taken Sons To Sea In Sailboat"
U7867,user_3,Crime,California Killer Is First U.S. Inmate To Have State-Funded Gender Confirmation Surgery
U2126,user_2,Education,Teachers Union President Joins Anti-Union Operative To Praise Charter Schools
U3112,user_3,Crime,Woman Impaled By Umbrella While Celebrating Birthday At The Beach
U8530,user_3,Crime,"Jeffrey Harris Steals Son's Identity, Spends Thousands Of Dollars: Police"
U8803,user_2,Education,The Global Search for Education: What's the News from Pakistan?
U4721,user_2,Education,It's So Obvious That You Are a Med School Student
U4495,user_2,Education,Student Academic Success Gets Boost From Fitness and Nutrition
U6310,user_2,Education,Racist Bullying Needs to Stop: We Cannot Become Desensitized to 10-Year-Olds Hanging Themselves
U5946,user_2,Education,Is Paris Burning?
U9428,user_3,Crime,"Thief Dresses Like Apple Store Employee, Makes Off With 19 iPhones"
U1248,user_1,Entertainment,Honoring Roger Ebert's Memory in the Movies We Watch
U6419,user_2,Education,Stanford Students Sue In College Admissions Scandal
U6409,user_2,Education,Trusted Teacher Fired for Discussing Sandy Hook During Safety Drill
U7243,user_3,Crime,Amber Alert Canceled After 7-Year-Old Ariel Revello Found Safe
U4916,user_2,Education,How Paul Tough's Helping Children Succeed Helped this Teacher Better Understand Our Craft
U8298,user_2,Education,Great Generosity Mindset | Motivational
U7154,user_2,Education,"You Graduated... Now, What? (10 Steps to Building Your Life on Purpose)"
U0551,user_3,Crime,"4 Dead, Dozens Injured After Car Plows Into OSU Homecoming Crowd"
U3022,user_3,Crime,Are You Being Followed on Foot or By Car? What to Do
U9608,user_2,Education,Startup Students: A Look At How Teachers Can Invest In GenDIY
U9190,user_1,Entertainment,Look What You Made Me Do
U5094,user_3,Crime,"Hawaii Man's Stealing Spree Includes 6 Ukuleles, 3 Vehicles: Police"
U1064,user_2,Education,Suggestions to High School Students for Reading Shakespeare –- Part 1
U6557,user_2,Education,The Political Is Personal: How The GOP Tax On Tuition Waivers Would Affect My Students
U3842,user_2,Education,Show Up For Kids So They Can Show Up To School
U8447,user_1,Entertainment,Olivia Newton-John's Daughter Chloe Lattanzi Parties With Mom In Tiny Outfit
U6210,user_2,Education,"Fizz! Pop! Bang! Teachers Find New Science Standards Fun, But Costly"
U2388,user_1,Entertainment,Jon Favreau Tapped To Write And Produce Live-Action 'Star Wars' Series
U3040,user_1,Entertainment,"Hugh Laurie Returns to the Doctor Game, Except in Chance He Has None of the Answers"
U6980,user_3,Crime,7 Killed In What May Be Australia's Worst Mass Shooting Since 1996
U7967,user_1,Entertainment,Miley Cyrus: Bangerz Tour Is 'Educational For Kids'
U4496,user_1,Entertainment,Hopefully Trump's Photograph With Darth Vader Isn't A Dark Omen
U8996,user_3,Crime,Tim Kaine's Son Arrested For Allegedly Rioting At Pro-Trump Rally
U6198,user_1,Entertainment,"PBS back in the movie review business with ""Just Seen It"""
U3017,user_1,Entertainment,Rihanna Demands Puerto Rico Aid From Donald Trump
U3012,user_2,Education,How Gender And Race Affect Education Today
U5647,user_2,Education,Study: Kids Take 100-Plus Required Tests Through 12th Grade
U9129,user_1,Entertainment,Chris Pratt and Katherine Schwarzenegger Are Expecting Their First Baby Together
U4914,user_1,Entertainment,Tina Fey Gets '30 Rock' Episodes With Blackface Removed From Viewing
U7483,user_3,Crime,Woman Named 'Possible Suspect' In Husband And Toddler's Deaths
U5185,user_2,Education,What Can Mentoring Organizations Learn From Each Other? What Data Is Missing?
U4214,user_1,Entertainment,WATCH: Amazon Is Turning Customers Into TV Execs
U9805,user_1,Entertainment,Emma Watson Fires Back At Critics Of Her Vanity Fair Shoot
U1660,user_3,Crime,37 Tons of David Victorson: A Tale of Ballsy Redemption
U9951,user_3,Crime,"Hooded Thieves Swarm San Francisco Apple Store, Swipe Gadgets"
U8420,user_2,Education,Should Schools Ban Cellphones?
U8627,user_1,Entertainment,How Kings Of Leon Wound Up Writing 'Last Mile Home' For 'August: Osage County'
U8827,user_1,Entertainment,Carrie Heads Back To The Middle East In New 'Homeland' Trailer
U2727,user_1,Entertainment,Here's How 'Guardians' Became 2014's Coolest Blockbuster
U5170,user_3,Crime,Denver Shootings Highlight Brady Campaign's Call for Stricter Gun Laws
U7745,user_3,Crime,"Woman Fatally Stabbed In New York, Baby Born At The Scene"
U8199,user_1,Entertainment,Marilyn Manson Simulates Wrist-Slashing After Dedicating Song To Paris Jackson
U7520,user_2,Education,Dear Educators: Your Voice Matters
U7033,user_1,Entertainment,'Booker's Place': Exploring the South's Troubled Legacy of Race
U7734,user_1,Entertainment,Robert De Niro's Anxiety of Influence: Remembering the Artist Premieres
U7715,user_1,Entertainment,Valerie Harper Gives Fans Health Update Following Hospitalization
U3316,user_2,Education,6 Tips That Could Help Your Student Loan Repayment
U7720,user_3,Crime,11-Year-Old Driver Hits Woman With Car In Maui
U5831,user_1,Entertainment,'Austin Powers' Actor Verne Troyer Dead At 49
U8637,user_2,Education,Educating for the Future: Learning Mandarin As a Key to U.S.-China Relations
U1466,user_2,Education,"Homeless Students, Destroyed Campuses, ‘Invisible Injuries’: What California Schools Learned From Recent Disasters"
U2045,user_2,Education,Results for America: A Welcome Addition to Evidence-Based Reform
U4391,user_1,Entertainment,Shannen Doherty Will Appear In The 'Heathers' Reboot We Can't Wait To See
U0642,user_2,Education,New Video Questions False Promises of Online Education Industry
U0116,user_2,Education,Can Research Identify a School That's Working?
U2218,user_1,Entertainment,Oprah Winfrey Says 'I Wouldn't Have Been A Good Mom For Babies'
U4959,user_2,Education,Teach Kids About Africa as if Our Lives Depend Upon It -- and Maybe They Do
U0837,user_2,Education,'Learn French in 10 Years!'
U5978,user_3,Crime,"Father And Son Cooks Accused Of Stealing $40,000 Of Chicken Wings"
U3717,user_2,Education,"Labor Day's  4 ""Work""  Steps for Love"
U0067,user_1,Entertainment,Ed Sheeran Casually Rocks Out With The Rolling Stones
U8840,user_3,Crime,"Sandy Nguyen Allegedly Fakes Son's Cancer, Takes Donations To Disneyland"
U6585,user_3,Crime,When You're the Witness With the Secret Video
U0617,user_1,Entertainment,Pro-Bush PAC Leader: Trump Is A 'False Zombie Front-Runner'
U8668,user_1,Entertainment,All Hell Is About To Break Loose On 'How To Get Away With Murder'
U6992,user_1,Entertainment,These Retro Photos Of Famous Fathers And Sons Are THE Cutest
U2422,user_2,Education,Lifelong Learners in a Rapidly Changing World
U4950,user_2,Education,PA Charter Management CEO Not Publicly Accountable for “Sealed” Sexual Harassment Settlement
U4276,user_2,Education,The Most Powerful Renewable Resource -- Citizen Power
U4288,user_3,Crime,84 Great Danes Rescued In New Hampshire In 'Worst' Squalor
U0482,user_3,Crime,"'Today I Die,' Says Gang Leader Who Killed Self After Shooting Firefighter"
U9625,user_1,Entertainment,North West And Penelope Disick Are The Cutest Toddler Duo Around
U6142,user_1,Entertainment,'The Happytime Murders' Is A Very Adult-Themed Movie With Puppets
U2254,user_3,Crime,"Mom Denies Girls Were Held Captive, Tortured With Music"
U3971,user_3,Crime,Tragic: Dog Dragged 4 Miles Along Highway Before Being Thrown In Ditch (GRAPHIC)
U5187,user_1,Entertainment,We May Already Know The Cliffhanger Coming In 'Game Of Thrones'
U0589,user_2,Education,America's Schools Are Built For Tomorrow's Followers
U5849,user_1,Entertainment,"Michael Che, Colin Jost To Host 2018 Emmy Awards"
U3139,user_3,Crime,"Darth Vader Robs Bank, Flees On Bike In Ohio"
U5627,user_1,Entertainment,"Bill Cosby's Admission Could Aid Women's Cases, Lawyers Say"
U7598,user_2,Education,Living Your Future Is An Authentic Process
U7035,user_1,Entertainment,Ed Westwick Replaced In BBC Drama Amid Sexual Assault Allegations
U1912,user_1,Entertainment,Ivanka Says Her Dad Donald Trump 'Would Be Incredible For Women In This Country'
U6718,user_3,Crime,St. Louis City Hall Meeting Interrupted By Brawl
U6230,user_1,Entertainment,Chris Pratt Pre-Apologizes For Messing Up The 'Jurassic World' Press Tour
U4541,user_2,Education,My Students Don't Need More Debt
U6619,user_2,Education,Teaching The Not Visible
U4783,user_3,Crime,Man Accused Of Killing Dad For Not Getting Him Fast Food
U8866,user_3,Crime,"Tasha Harmon Allegedly Stabs 6-Year-Old Daughter, Who Tells Officer, 'Mommy Tried To Kill Me'"
U8052,user_3,Crime,"Valentine's Day Crossbow Attack Leaves 1 Injured, 1 Dead"
U1693,user_2,Education,Peter Cunningham’s Education Post Chaperoned By Broad Foundation
U6877,user_3,Crime,Guy In MAGA Hat Allegedly Unloads Bear Spray Into Crowd Of Anti-Trump Protesters
U0487,user_2,Education,PA Charter Management CEO Not Publicly Accountable for “Sealed” Sexual Harassment Settlement
U3601,user_2,Education,"Cheryl Williams, The Mentor Who Goes Above And Beyond"
U7231,user_1,Entertainment,Ed Skrein Turns Down 'Hellboy' Role To Prevent Whitewashing
U1396,user_1,Entertainment,Ruby Rose Debuts Emerald Green Hair On Instagram
U4650,user_2,Education,Meet the Fishman Winners!
U0320,user_3,Crime,Cop Accused Of Violently Assaulting A Pregnant Woman. For The Second Time.
U2173,user_1,Entertainment,Shaquille O'Neal Doesn't Know Who The Queen Of England Is
U0506,user_3,Crime,Kathryn Stalbaum Found Safe In Chicago
U2775,user_3,Crime,Somebody Donated A Cooler Filled With Weed To Goodwill
U7553,user_2,Education,Everything You Need To Know About Applying for Student Loans
U5194,user_2,Education,What Matters More Than Test Scores
U4755,user_2,Education,New York Teachers: I Asked Weingarten About the Hochul Robocall
U0077,user_3,Crime,FBI Opens Investigation As Chapel Hill Victims Are Mourned
U6374,user_2,Education,States Should Be Giving You Useful Data About Your Children's Schools
U0913,user_3,Crime,Dad Who Poisoned Children's Pizza Sentenced
U8030,user_2,Education,What Your Average School Lunch Looks Like
U8021,user_3,Crime,Cops Say Florida Man Set Pregnant Ex-Girlfriend On Fire In Front Of Her 2 Young Kids
U5186,user_2,Education,Want Innovation? How About Integrated Equitable Schools?
U6044,user_3,Crime,Artist Shot Dead While Working On Oakland Anti-Violence Mural
U9981,user_3,Crime,"Another Day, Another Death: A Mother Dies in Prison After Reporting Threats"
U9868,user_3,Crime,Understanding Criminogenic Behavior Among Juveniles
U2437,user_2,Education,New York Governor Unveils Plan To Help Lower Income Students Afford College
U6098,user_2,Education,In Case You Don't Know What Great Teaching Looks Like
U1093,user_2,Education,"Change the Game for Girls in STEM: We Don't Need More, We Need Different"
U1167,user_1,Entertainment,Seth Meyers Says It's Good Fallon Gives Trump 'Less Of An Ass-Kicking'
U5962,user_1,Entertainment,'UnREAL' Stars Constance Zimmer And Shiri Appleby On How They Fight For Equal Pay In Hollywood
U1939,user_3,Crime,"Woman Survives Setting Herself On Fire, Jumping Off Bridge: Police"
U8916,user_3,Crime,Mom Claims Amber Alert Pushed Her To Kill Kids
U6681,user_3,Crime,Sex Offender Freed Because Of Paperwork Mistake
U6026,user_2,Education,Sanitizing History in the Name of Patriotism
U5741,user_2,Education,"School Starts Too Early In The Morning, State Lawmaker Says"
U6021,user_1,Entertainment,Marilyn Manson To 'Part Ways' With Bassist Twiggy Ramirez After Rape Accusation
U1146,user_1,Entertainment,Woody Allen Really Hopes It’s OK To Keep Winking At Women. Women Beg To Differ.
U6011,user_1,Entertainment,Actor Richard Dreyfuss Denies Exposing Himself To Writer
U3107,user_3,Crime,"Armando Torres, Marine, Kidnapped By Armed Men In Mexico: Family"
U2401,user_2,Education,#UTADNA Grad Student of the Year
U6590,user_1,Entertainment,Carly Rae Jepsen Opens Up About The Trials Of Fame And Surviving The Paparazzi
U0026,user_3,Crime,A Famous Hacker On What It Is Like Being Pursued by the FBI
U2531,user_1,Entertainment,"Katy Perry's Star-Studded 'Swish Swish' Video Is Here, Sans Taylor Swift"
U1805,user_1,Entertainment,Alexandria Ocasio-Cortez Tells Sundance That Trump Isn’t The Only Problem
U3307,user_3,Crime,Michael Bennett Gardner Demands Harsher Sentence As Recognition For Marijuana Grow Op
U9896,user_3,Crime,Open Up DNA Databases to All
U1571,user_2,Education,Weingarten Wants Common Core; Lewis Says We're Done
U2560,user_2,Education,College Ready Baloney
U1390,user_1,Entertainment,Your Complete Guide To 2015's Fall TV Premiere Dates
U8846,user_1,Entertainment,'GLOW' Star Betty Gilpin Explains Why It's Actually Just Fine For Women To Bulk Up
U8175,user_1,Entertainment,'Stranger Things' Cutie Gaten Matarazzo Belts Out The National Anthem Like A Boss
U5581,user_3,Crime,Twin Dies After Fall From Escalator In World Trade Center Transit Hub
U4368,user_2,Education,Betsy DeVos: Please Bring Down The Hammer On Campus Sexual Assault
U1823,user_3,Crime,"Caleb And Joshua Bledsoe, Twin Brothers, Accused Of Trying To Kill Their Father"
U1082,user_2,Education,Our Children’s American Life: The Lockdown Drills
U9668,user_1,Entertainment,Taylor Swift Gives Surprise Performance At Cafe Where She Was Discovered
U5027,user_2,Education,Making Cyberschool Creepier
U3736,user_1,Entertainment,"FX Has The Movies And The Money, Thanks To Bold Acquisition Campaign"
U1960,user_1,Entertainment,George Clooney And Amal Alamuddin Make It Red-Carpet Official
U9826,user_3,Crime,Photo Of Toddler Hanging On Hook Leads To Mom's Arrest (GRAPHIC PHOTO)
U1501,user_2,Education,Do Grades Really Reflect Rigor?
U7771,user_2,Education,The Importance of Process in Achieving Results
U5177,user_1,Entertainment,"The Ultimate Houston, Texas, Road Trip Playlist"
U4144,user_3,Crime,Newtown Shooting Lawsuit: $100M Claim Against Connecticut In School Shooting Is Dropped
U8393,user_3,Crime,4-Year-Old Driving Car Runs Over Toddler At Day Care
U4512,user_3,Crime,6 New Yorkers Now Arrested For Threatening Cops After Officers Killed
U4245,user_2,Education,Do Grades Really Reflect Rigor?
U2162,user_2,Education,Thinking at Harvard: What Is the Future of Learning?
U9631,user_3,Crime,1-Year-Old Child Fatally Stabbed In California Knife Attack
U5414,user_2,Education,The Graduation Gift You Can't Afford to Miss
U3082,user_1,Entertainment,Snoop Dogg Somehow Managed To Lose On A Question About Weed On 'Celebrity Family Feud'
U5309,user_3,Crime,Falling Palm Tree Kills Man Going To Funeral
U2309,user_1,Entertainment,Sinead O'Connor Is 'Safe And Sound' After Emotional Facebook Post About Overdose
U2661,user_2,Education,PARCC: Still Trying To Hold Itself Together
U1105,user_3,Crime,"Ohio State Attacker May Have Self-Radicalized, Officials Say"
U8072,user_1,Entertainment,Amy Schumer Turns Sexist Tweet Into Teachable Moment
U7533,user_1,Entertainment,20 Actors Who Deserve Their First Academy Awards
U1808,user_1,Entertainment,Kylie Jenner Celebrates Tyga's Birthday With Topless Photoshoot We Can Never Unsee
U3418,user_3,Crime,Suspect In Theater Attack Was Committed At Least 4 Times
U3175,user_3,Crime,Grisly Details Emerge In Case Of Teen Accused Of Killing Parents
U6005,user_3,Crime,KKK Leader's Widow And Stepson Charged In His Death
U5906,user_3,Crime,"Mother Admits Smothering Children, Faces Murder Charges"
U6621,user_1,Entertainment,"Tomorrowland or George Clooney Moons Over a Too, Too Young Teen Robot"
U3052,user_1,Entertainment,JWoww Gives Birth!
U5919,user_3,Crime,Man Suspected Of Shooting Idaho Pastor Who Led Prayer At Ted Cruz Rally Arrested
U3758,user_1,Entertainment,Alec Baldwin's Donald Trump Will Grace 'SNL' With His Presence This Weekend
U8628,user_3,Crime,Woman Found Living With Corpse: Police
U5958,user_2,Education,Common Core: A Solid Policy Behind an Unpopular Name
U9610,user_2,Education,Good but Not Good Enough: Moving Public Will on Early Childhood Education
U6155,user_3,Crime,Teen Accused Of Threatening Police On Twitter
U1121,user_2,Education,Diverse Conversations: Training Tomorrow's Educators
U2994,user_3,Crime,Oregon Shooter's Mother Wrote About Guns In Online Forum
U7170,user_3,Crime,$2.5 Million Settlement For Family Of Inmate Who Died Of Thirst
U3727,user_1,Entertainment,"2017 People's Choice Awards Winners Include ""Big Bang Theory,"" Britney Spears And Johnny Depp"
U2606,user_3,Crime,2 University Students Shot Dead At House Party
U6430,user_2,Education,Autism and Literacy: Making the Unique an Everyday Occurrence
U6059,user_2,Education,Why We Should Care About Boys and Young Men of Color
U4802,user_3,Crime,"Chris Watts Sentenced To Life In Prison For Murdering His Pregnant Wife, 2 Daughters"
U6540,user_2,Education,Escape From Poverty for a Few More Students Is Not a Worthy National Goal
U5528,user_1,Entertainment,Olsen Twins Possibly Toying With The Idea Of Appearing On 'Fuller House'
U1250,user_3,Crime,Woman Reportedly Beheaded By Man Who Then Jumped In Front Of Train
U8599,user_3,Crime,Missing Maryland Toddler's Body Found In Ohio Creek
